Date,Disaster_Type,Severity,Location
2021-05-20,WINDSTORM,1,CYANIDE
2021-05-20,WINDSTORM,1,BRAHABEBOME
2021-05-20,WINDSTORM,1,RAILWAY BANGALOW
2021-05-20,WINDSTORM,1,ZONGO
2021-05-20,WINDSTORM,1,BRENUAKYIM
2021-06-16,WINDSTORM,1,TEBREBE
2021-07-08,FLOOD,1,BRENUAKYIM
2021-07-08,FLOOD,1,BRAHABEBOME
2021-07-09,FLOOD,1,BANKYIM
2021-08-09,FLOOD,1,AKYEMPIM
2021-09-09,FLOOD,1,BRAHABEBOME
2021-09-10,RAINSTORM,1,DOMPIM-PEPESA
2021-09-13,RAINSTORM,1,ADIEWOSO
2021-11-17,WINDSTORM,1,ANOMAKOKROM
2021-12-01,RAINSTORM,1,BUNG
2021-12-01,RAINSTORM,1,ADWOZE
2021-12-10,FLOOD,1,ABUESI
2021-12-10,FLOOD,1,ATWEREBOANDA
2021-12-10,FLOOD,1,KPOKORKOPE
2021-12-10,FLOOD,1,OHIAMAWEN
2021-12-10,FLOOD,1,OHIAMAWEN
2021-07-11,TIDAL WAVES,1,ANLO BEACH
2021-02-15,RAINSTORM,1,SIKANEASEM
2021-11-28,RAINSTORM,1,NSEIN
2021-03-22,WINDSTORM,1,AKPANDUE
2021-03-24,WINDSTORM,1,"SANZULE,ANNORKYI,BASAKE,KAMBULI"
2021-06-21,FLOOD,1,AYINASI
2021-07-14,FLOOD,1,
2021-04-10,PEST INFESTATION,1,"ASANTA,ASEMKO,OLD
BAKANTA,ESIAMA,EKWEI"
2021-06-11,DOMESTIC FIRE,1,ESIAMA
2021-02-16,RAINSTORM,1,APONTENKROM
2021-04-06,RAINSTORM,1,ANAKUM
2021-04-10,RAINSTORM,1,AGYADEN
2021-07-03,WINDSTORM,1,ESSAMANG
2021-10-03,WINDSTORM,1,"OLD SUBRI,BAASE"
2021-04-26,WINDSTORM,1,ATEIKU
2021-04-27,WINDSTORM,1,ATEIKU OSENSO
2021-01-09,FLOOD,1,ATEIKU
2021-04-26,WINDSTORM,1,"BLOCKSO,ASANKRANGWA"
2021-06-15,COMMERCIAL FIRE,1,ASIKAFO-ANBANTEM
2021-06-26,FLOOD,1,CANAAN
2021-03-24,DOMESTIC FIRE,1,WASSA DAMAN
2021-04-08,FLOOD,1,WASSA AKROPONG
2021-07-08,FLOOD,1,WASSA AFRANSIE
2021-11-30,RAINSTORM,1,WASSA SUHYENSU
2021-05-12,DOMESTIC FIRE,1,WASSA AKROPONG
2021-12-15,MAN MADE,1,WASSA AKROPONG
2021-02-25,FLOOD,1,CINDY'S COTTAGE HOUSING AREA
2021-04-10,DOMESTIC FIRE,1,ZONGO
2021-04-05,DOMESTIC FIRE,1,ZONGO
2021-04-07,DOMESTIC FIRE,1,NEWSITE
2021-01-07,RAINSTORM,1,BANKYEASE
2021-07-17,RAINSTORM,1,ANAJI
2021-06-09,DOMESTIC FIRE,1,NEWSITE F-COMPOUND
2024-02-26,DOMESTIC FIRE,1,ANTO
2024-04-17,DOMESTIC FIRE,1,SHAMA JUNCTION
2024-05-25,BUILDING COLLAPSE,1,SHAMA
2024-06-19,BUILDING COLLAPSE,1,FAWOMANYE
2024-04-17,RAINSTORM,1,MENZEZOR
2024-04-25,DOMESTIC FIRE,1,BASAKE
2024-11-05,DOMESTIC FIRE,1,AKROPONG
2024-05-22,RAINSTORM,2,"ANKOBRA,EIKWE"
2024-05-22,WINDSTORM,1,KWASIKROM
2024-06-19,DOMESTIC FIRE,1,KWAMENAKROM
2024-01-13,DOMESTIC FIRE,1,DOMPIM
2024-10-05,DOMESTIC FIRE,1,NYAME NNAE
2024-05-16,DOMESTIC FIRE,1,ASANKRANGWA
2024-06-18,DOMESTIC FIRE,1,BREMAN
2024-02-17,DOMESTIC FIRE,1,AZULETI
2024-07-03,RAINSTORM,1,"HALF ASSINI , ADUSUAZO"
2024-03-21,DOMESTIC FIRE,1,HALF ASSINI
2024-05-05,DOMESTIC FIRE,1,METIKA
2024-12-06,TIDAL WAVES,1,MPEASEM
2024-06-25,FLOOD,1,"NEW EDOBO,OLD EDOBO,HALF ASSINI,BENYIN"
2024-06-27,FLOOD,1,TAKINTA
2024-10-06,TIDAL WAVES,1,BONYERE
2024-04-06,TIDAL WAVES,1,EZINLINBO
2024-08-30,DOMESTIC FIRE,1,HALF ASSINI
2024-01-24,EPIDEMICS,1,ESHIEM
2024-02-02,EPIDEMICS,1,NTAMAKROM
2024-01-29,DOMESTIC FIRE,1,YENSUADO(NAVAL QTRS)
2024-03-04,COMMERCIAL FIRE,1,NGIRESIA
2024-04-22,DOMESTIC FIRE,1,TAKORADI AMANFUL
2024-03-07,FLOOD,1,ESSIPONG
2024-04-07,FLOOD,1,KETAN
2024-04-07,FLOOD,1,BAKODO
2024-09-13,ROAD ACCIDENT,1,KANSAWORDO
2024-11-20,DOMESTIC FIRE,1,MPINTSIN
2024-12-30,DOMESTIC FIRE,1,YENSUADO
2024-05-12,DOMESTIC FIRE,1,BAKAKYIRE
2024-06-05,RAINSTORM,1,"EDELESUAZO,ANAGYE,EWUKU,EGUAFO,AGONA"
2022-01-23,COMMERCIAL FIRE,1,DIXCOVE
2022-06-21,FLOOD,1,"ASEMASA,AKATENCHIE,ACHOWAI,TIGARI,AHUNTUMAN"
2022-06-15,FLOOD,1,"APOWA, BEAHU, NEW AMANFUL, FUNKO, KEJEBIL"
2022-09-09,DOMESTIC FIRE,1,EWUSIEDJOE
2022-09-13,FLOOD,1,DAMTI
2022-09-24,FLOOD,1,BEAHU
2022-11-29,DOMESTIC FIRE,1,ADAANSE
2022-01-20,DOMESTIC FIRE,1,MPOHOR
2022-03-15,WINDSTORM,3,"MPOHOYABEW,OBRAYEBONA,TREBUO"
2022-03-16,WINDSTORM,1,OBRAYEBONA
2022-03-16,PEST INFESTATION,1,MPOHOR
2022-03-26,WINDSTORM,1,BANSO
2022-05-15,FLOOD,1,MPOHOR
2022-07-14,WINDSTORM,1,BANSO
2022-07-28,WINDSTORM,1,MANSO
2022-04-08,WINDSTORM,1,ADANSE
2022-01-25,DOMESTIC FIRE,1,ABUESI-BAKAEKYIR
2022-01-26,DOMESTIC FIRE,1,ABUESI COMPOUND
2022-03-21,ROAD ACCIDENT,1,ASEAMASA
2022-06-18,FLOOD,1,"INCHABAN,SHAMA JUNCTION,BEPOSO"
2022-12-08,DOMESTIC FIRE,1,NEW JERUSALEM
2022-08-28,COMMERCIAL FIRE,1,ABEASE
2022-03-03,COMMERCIAL FIRE,1,AIYINASI
2022-06-03,DOMESTIC FIRE,1,AIYINASI
2022-05-04,DOMESTIC FIRE,1,ANWIA
2022-08-04,RAINSTORM,1,"ASEMKO,KRISAN,NKROFUL,DADWEN,ASOMASE,BASEKE,SANTASO,BONSUKROM,ASANTA"
2022-04-20,DOMESTIC FIRE,1,EKWEI
2022-04-22,DOMESTIC FIRE,1,EKWEI
2022-05-18,DOMESTIC FIRE,1,ESIAMA
2022-04-06,RAINSTORM,1,TANDAN
2022-06-18,FLOOD,1,AKROPONG
2022-06-19,FLOOD,1,ADUBRIM
2022-08-27,DOMESTIC FIRE,1,ESIAMA
2022-08-27,DOMESTIC FIRE,1,NKROFUL
2022-09-20,DOMESTIC FIRE,1,NKROFUL
2022-07-01,DOMESTIC FIRE,1,TARKWA NA ABOSO
2022-03-28,WINDSTORM,1,DOMPIM
2022-05-06,MAN MADE,1,TARKWA BANSO
2022-06-05,DOMESTIC FIRE,1,AKOON
2022-06-06,DOMESTIC FIRE,1,DOMPIM
2022-06-21,LANDSLIDE,1,TEBEREBE JUNCTION
2022-08-08,MAN MADE,1,BONSA
2022-10-12,DOMESTIC FIRE,1,BENSO-NINGO
2022-10-27,DOMESTIC FIRE,1,BENSO-NEWSITE
2022-11-02,DOMESTIC FIRE,1,BRAHABEBOME
2022-11-20,DOMESTIC FIRE,1,NZEMALINE
2022-06-01,DOMESTIC FIRE,1,BONDAYE
2022-01-17,DOMESTIC FIRE,1,SANKOFA
2022-01-19,RAINSTORM,1,ABOSO
2022-01-30,DOMESTIC FIRE,1,ATITSO
2022-01-20,EXPLOSION,1,APPEATSE
2022-01-30,DOMESTIC FIRE,1,KRUTOWN
2022-04-08,RAINSTORM,1,APPIATSE
2022-05-02,DOMESTIC FIRE,1,DAMANG
2022-05-02,MAN MADE,1,APPIATSE
2022-06-25,DOMESTIC FIRE,1,ADJEIKROM
2023-07-10,DOMESTIC FIRE,1,BOGOSO
2023-10-16,MAN MADE,1,FANTI MINES SHAFT
2022-11-19,MAN MADE,1,BOGOSO
2022-02-19,WINDSTORM,1,WASSA MOSEASO
2022-02-19,RAINSTORM,1,"WASSA AKODAAKROM,AKROPONG, DAWURAMPONG,ADONNOE"
2022-02-19,DOMESTIC FIRE,1,WASSA AFRANSIE
2022-06-13,FLOOD,1,WASSA ANKYIASE
2022-06-14,FLOOD,1,WASSA BAWDIE
2022-06-15,FLOOD,1,WASSA ASUNDUA
2022-06-16,RAINSTORM,1,OPPONG VALLEY
2022-06-20,WINDSTORM,1,WASSA MAMEISO
2022-08-15,COMMERCIAL FIRE,1,PRESTEA NKWANTA
2022-09-28,FLOOD,1,"SALAMI,EDUCATION,HOSPITAL RIDGE,DWENASE"
2022-09-29,FLOOD,1,"LOW COST,IBS DOWN,MARTA,KWESI BUKRO"
2022-01-24,DOMESTIC FIRE,1,"DABOASE,SEKYERE ABOADZERAM"
2022-02-15,WINDSTORM,1,EDWENASE
2022-02-03,WINDSTORM,1,TORSEN
2022-03-15,WINDSTORM,1,DABOASE
2022-06-08,WINDSTORM,1,SEKYERE ABOROADZEMU
2022-06-13,WINDSTORM,1,ATEIKU
2022-06-18,WINDSTORM,1,"ATEIKU,AKUTUASE"
2022-05-10,DROWNING,1,SKYEREHIMAN
2022-01-16,EPIDEMICS,1,AIRPORT RIDGE
2022-01-17,DOMESTIC FIRE,1,ANAJI
2022-01-01,DOMESTIC FIRE,1,TTI
2022-06-05,WINDSTORM,1,EAST TANOKROM
2022-05-13,DOMESTIC FIRE,1,BANKYEASE
2022-06-16,COMMERCIAL FIRE,1,ABENBOBOM
2022-06-15,FLOOD,1,MUNICIPALITY
2022-06-18,COMMERCIAL FIRE,1,EFFIAKUMA ZONGO
2022-06-23,DOMESTIC FIRE,1,K.PROPER
2022-07-25,DOMESTIC FIRE,1,J COMPOUND
2022-08-26,DOMESTIC FIRE,1,NO.2 J2  COMPOUND
2022-12-09,DOMESTIC FIRE,1,K PROPER
2022-10-17,DOMESTIC FIRE,1,APOLLO SANKOBA
2022-03-11,DOMESTIC FIRE,1,HEAVEN ON EARTH
2022-01-26,DOMESTIC FIRE,1,ABOI
2022-05-20,RAINSTORM,1,TANOKROM
2022-05-20,MAN MADE,1,MBOFRADWEN
2022-05-23,FLOOD,1,"CANAAN,SAMREBOI"
2022-06-02,DOMESTIC FIRE,1,DOMEAKROM
2022-06-24,FLOOD,1,FORDJOKROM
2022-06-29,DROWNING,1,PONTOSO
2022-06-04,RAINSTORM,1,AGYEZA
2022-04-13,DOMESTIC FIRE,1,ALLOWULE
2022-04-23,DOMESTIC FIRE,1,H/ASSINI
2022-06-23,RAINSTORM,1,"NEW NZULEZO,MPATADO"
2022-06-25,FLOOD,1,"BEYIN,ELLOYIN,GHANA NUGUA,ALOMATOUPE,JAWAY WHARF,ELUBO,HALF ASSINI,ATWEBANSO,EDOBO,NEW TOWN WHARF"
2022-09-07,FLOOD,1,"ELUBO,ANWIAFUTU,SOWODAZIM"
2022-07-18,DOMESTIC FIRE,1,"HALF ASSINI,JAWAY WHARF,MPEASEM,SENTE"
2022-08-26,MAN MADE,1,MPEASEM
2022-10-09,MAN MADE,1,SENTE
2022-02-12,DOMESTIC FIRE,1,BONYERE BANKYIN
2022-10-12,DOMESTIC FIRE,1,SOWUDADZIM
2022-12-13,DOMESTIC FIRE,1,BAWIA
2022-12-15,DOMESTIC FIRE,1,NVELLENU
2022-12-16,DOMESTIC FIRE,1,MBEM
2022-12-18,RAINSTORM,1,"MPATABA,NEW NZULEZO"
2022-05-03,DOMESTIC FIRE,1,AKANGO
2022-05-18,FLOOD,1,AKOSONU
2022-05-21,FLOOD,1,BOMOKROM
2022-06-22,FLOOD,1,"AKANGO,AKOSONU,BOMOKROM,AWOLEZO,BANKYIM,BOKRO,AJOMORO,AYISAKRO"
2022-07-15,FLOOD,1,AVREBO
2022-07-16,FLOOD,1,AHUNYAME
2022-04-01,COMERCIAL FIRE,1,TAKORADI MARKET
2022-05-01,DOMESTIC FIRE,1,KWEIKUMA RIDGE
2022-05-09,COMERCIAL FIRE,1,KWEIKUMA BUS TOP
2022-05-09,RAINSTORM,1,KANSAWORODO
2022-06-15,MAN MADE,1,"KOJOKROM,WEST FIJAI,DIABENE,ADAKOPE,KWEIKUMA RIDGE"
2022-06-15,LANDSLIDE,1,"WEST FIJAI,KOJOKROM,ENOE"
2022-03-07,DOMESTIC FIRE,1,LOWER NEW TAKORADI
2022-07-25,DOMESTIC FIRE,1,ADAKOPE
2022-09-15,DOMESTIC FIRE,1,KOKOMPE NO.1
2022-12-10,COMMERCIAL FIRE,1,ESIKAFOAMBANTEM NO1
2022-10-24,DOMESTIC FIRE,1,SEK. RAILWAYS SLUMS
2022-03-12,MAN MADE,1,SEK. RAILWAYS SLUMS
2023-12-21,MAN MADE,1,ESSIKADO
2023-05-01,DOMESTIC FIRE,1,MPOHOR
2023-08-02,WINDSTORM,1,BANSO
2023-03-17,WINDSTORM,1,"MANSO,BANSO,EDAA,DOMINASE"
2023-10-06,RAINSTORM,1,MANSO
2023-06-21,FLOOD,1,"DOMINASE,TREBOUM,AYIEM,MPOHOR,BANSO"
2023-01-27,RAINSTORM,1,BEPOSO
2023-05-02,RAINSTORM,1,"INCHABAN,ESSUMANKROM"
2023-03-25,DOMESTIC FIRE,1,ABOADZE
2023-03-28,DOMESTIC FIRE,1,SHAMA
2023-04-21,DOMESTIC FIRE,1,ANLO BEACH
2023-06-25,FLOOD,1,SUPOMU-DUNKWA
2023-09-09,EXPLOSION,1,"ANTO,ABOSO,DUNKWA,OHIAMADWEN,OLD DABOASE JUNCTION,ASSORKO,KWAABENANOKROM,NEW DABOASE JUNCTION"
2023-09-20,TIDAL WAVES,1,ANLO BEACH
2023-10-16,MAN MADE(BUILDING COLLAPSE),1,SHAMA JUNCTION
2023-12-18,DOMESTIC FIRE,1,BEPOSO
2023-05-02,DOMESTIC FIRE,1,SANZULE EWE COMM.
2023-05-02,WINDSTORM,1,SANZULE EWE COMM.
2023-06-02,DOMESTIC FIRE,1,AKOTO
2023-10-02,DOMESTIC FIRE,1,AZULELOANU
2023-01-14,ROAD ACCIDENT,1,NEW BAKANTA
2023-02-25,ROAD ACCIDENT,1,ESIAMA
2023-10-03,ROAD ACCIDENT,1,ESIAMA
2023-03-02,DOMESTIC FIRE,1,AKYEMPIM
2023-04-02,WINDSTORM,1,BADUKROM
2023-08-02,DOMESTIC FIRE,1,CYANIDE
2023-03-28,INDUSTRIAL FIRE,1,AKYEMPIM
2023-07-23,RAINSTORM,1,"EFUANTA,KYEKYERWERE,ESUOSO,ADEYIE,BONSA,NKRAN,ADIEWOSO,ESSAMANG"
2023-09-13,BUILDING COLLAPSE,1,BONSA
2023-09-23,BUILDING COLLAPSE,1,BONSAWIRE
2023-11-27,DOMESTIC FIRE,1,"ENYINASE,NSUAEM"
2023-06-12,DROWN,1,TEBEREBIE
2023-04-05,FLOOD,1,"WASSA AKROPONG,ABROKYIRE KROBO,AFRANSIE"
2023-07-18,FLOOD,1,"JUKWAA,HEMAA,ASUNDA"
2023-06-08,FLOOD,1,"WASSA ASIKUMA,WASSA ADANSE,GYEDUA,BAWDIE"
2023-11-26,RAINSTORM,1,"DAMOAKROM,WASSA AKROPONG"
2023-08-02,RAINSTORM,1,SOFO ZONGO
2023-04-15,DOMESTIC FIRE,1,KWESIMINTSIM
2023-06-20,FLOOD,1,WHINDO
2023-06-21,FLOOD,1,ADIENTEM
2023-06-22,FLOOD,1,RACE COURSE
2023-06-23,FLOOD,1,"KWESIMINTSIM,I ADU"
2023-06-24,FLOOD,1,EFFIA
2023-06-25,FLOOD,1,ANAJI
2023-05-02,RAINSTORM,1,NFANTE LANE
2023-09-03,COMMERCIAL FIRE,1,WASSA DUNKWA
2023-09-03,RAINSTORM,1,BISSASO
2023-06-21,FLOOD,2,"ASAKRANGUA,SAMREABOI,KOKOASE"
2023-06-03,RAINSTORM,1,"GHANA NUNGUA, COCOA TOWN.JAWAY"
2023-07-03,DOMESTIC FIRE,1,HALF ASSINI
2023-10-06,FLOOD,1,ANLOMATUOPE
2023-10-26,DOMESTIC FIRE,1,NVELLENU
2023-12-22,DOMESTIC FIRE,1,HALF ASSINI
2023-02-15,DOMESTIC FIRE,1,REGIMANUEL ESTATE
2023-03-01,DOMESTIC FIRE,1,LOWER NEW TAKORADI
2023-02-02,DOMESTIC FIRE,1,SEKONDI
2023-04-04,DOMESTIC FIRE,1,KOJOKROM ALATASEMENAFOM
2023-07-04,MAN MADE (BUILDING COLLAPSE),1,TAKORADI AMANFUL
2023-06-05,DOMESTIC FIRE,1,FIJAI TOWN
2023-05-23,DOMESTIC FIRE,1,TAKORADI  ZENITH AREA
2023-05-30,DOMESTIC FIRE,1,KWEIKUMA CAPRICE
2023-06-24,FLOOD,3,TAKORADI ADAKOPE
2023-06-24,FLOOD,1,BAKAEKYIR
2023-06-23,LANDSLIDE,1,OBOKROM
2023-04-07,DOMESTIC FIRE,1,TAKORADI MANKWADZI ROAD
2023-12-07,FLOOD,1,"NKROFUL,DIABENE,KANSAWORODO"
2023-12-07,BUILDING COLLAPSE,1,BU JUNCTION
2023-11-11,MAN MADE(DROWNING),1,MPINTSIN
2023-10-29,MAN MADE(BUILDING COLLAPSE),1,NKETSIAKROM
2023-03-03,DOMESTIC FIRE,1,KAKUSUADO
2023-11-03,DOMESTIC FIRE,1,NSEIN
2023-11-03,DOMESTIC FIRE,1,AKYINIM
2023-03-14,RAINSTORM,1,ASSUAWUAH
2023-03-14,RAINSTORM,1,BAMIAKOR
